mark_date,market_mode,quote_time,symbol,name,shares,entry_price,entry_cost,current_price,current_price_source,current_market_value,unrealized_pnl,unrealized_pnl_pct,volume,total_volume,total_amount,quote_status
2026-07-14,close,2026-07-15T21:48:27,0050,元大台灣50,266,107.6,28661.6,104.4,public_close,27770.4,-891.1999999999971,-0.031093867753370263,2830.0,2830.0,295452000.0,ready
2026-07-14,close,2026-07-15T21:48:27,0056,元大高股息,699,53.6,37519.4,51.75,public_close,36173.25,-1346.1500000000015,-0.03587877204859356,992.0,992.0,51336000.0,ready
2026-07-14,close,2026-07-15T21:48:27,006208,富邦台50,120,249.2,29946.0,242.8,public_close,29136.0,-810.0,-0.027048687637747947,104.0,104.0,25251200.0,ready
2026-07-14,close,2026-07-15T21:48:27,00881,國泰台灣5G+,436,56.3,24580.8,52.25,public_close,22781.0,-1799.7999999999993,-0.0732197487469895,116.0,116.0,6061000.0,ready
2026-07-14,close,2026-07-15T21:48:27,2330,台積電,13,2430.0,31635.0,2420.0,public_close,31460.0,-175.0,-0.005531847637110795,5744.0,5744.0,13900480000.0,ready
2026-07-14,close,2026-07-15T21:48:27,2412,中華電,220,143.0,31504.79,133.0,public_close,29260.0,-2244.790000000001,-0.07125233972357857,1664.0,1664.0,221312000.0,ready
